"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1924789787791065345","Tue May 20 12:19:42 +0000 2025","0","@StandardKenya majambazi https://t.co/jznafRhF97","1924802207850865060","https://pbs.twimg.com/ext_tw_video_thumb/1116924771483181057/pu/img/JnabZvjjMvIig6ka.jpg","StandardKenya","in","","0","0","0","https://x.com/254ksh/status/1924802207850865060","1582673026402996224","254ksh"
"1924796171706630412","Tue May 20 11:55:42 +0000 2025","7","Tanggapan GM terkait berita kemarin yg katanya pihak 7-Eleven mau nuntut ganti rugi. Perwakilan Kim Soo-Hyun menyatakan kepada TV Daily: Kami belum menerima apapun dari 7-Eleven Taiwan. Kami belum menerima pengaduan. #WeStandWithKimSooHyun","1924796171706630412","","","in","","0","1","2","https://x.com/soohyunkim_zizi/status/1924796171706630412","1890258850819014656","soohyunkim_zizi"
"1924751871983681932","Tue May 20 08:59:41 +0000 2025","0","Klaim Kim Soo-hyun Terlibat dalam Penyerangan Seorang Whistleblower Dipastikan tidak Terbukti. #KimSooHyun https://t.co/q9zuH4IhlM","1924751871983681932","","","in","","0","0","0","https://x.com/vibrance_magz/status/1924751871983681932","1694256481389195264","vibrance_magz"
"1924680057831772340","Tue May 20 07:40:19 +0000 2025","2","@PwaniTribune CCM ndio mnyama mbaya Samia tu ni Katibu mkuu ni kama Zanu-Pf ama ANC retaining power at all cost.","1924731901073363081","","PwaniTribune","in","","0","1","1","https://x.com/254ksh/status/1924731901073363081","1582673026402996224","254ksh"
"1924731609691066709","Tue May 20 07:39:10 +0000 2025","5","Kim Soo-hyun Terancam Digugat Rp70 M Buntut Batal Fan Meeting https://t.co/tiuQKnZOjX","1924731609691066709","","","in","","0","0","1","https://x.com/CNNIndonesia/status/1924731609691066709","17128975","CNNIndonesia"
"1924338634582307219","Tue May 20 07:05:14 +0000 2025","0","@eztt2_ Aku sampe googling tau wkwkwj Trnyata the king that embraces the sun itu jg double in law Kan si yeo jin goo mau nikahin kim yoojung tp batal. Lalu malah adeknya jingoo nikah sama kakaknya yoojung. At the end ksh nikah sama han gain Nah mereka double in law tuh","1924723071887540629","","eztt2_","in","","0","0","0","https://x.com/moodyxmessy/status/1924723071887540629","220534889","moodyxmessy"
"1923616242511847882","Tue May 20 06:20:39 +0000 2025","0","@Pchumba__sawe @B3laze Umejiuliza mlitoa sidumbulu wapi?","1924711852233089361","","Pchumba__sawe","in","","0","1","0","https://x.com/254ksh/status/1924711852233089361","1582673026402996224","254ksh"
"1924710883051143556","Tue May 20 06:16:48 +0000 2025","0","Those Tanzanians who facilitated the infrontness of Kenyans yesterday watajua hawaui CCM watahakikisha no one ever tries that shi again ever. Mtajua mama ni kichwa kibov tu kama mwenda-zake!","1924710883051143556","","","in","","0","0","0","https://x.com/254ksh/status/1924710883051143556","1582673026402996224","254ksh"
"1924697618774471147","Tue May 20 05:24:06 +0000 2025","1","Kimbelele na kiherere na kujifanya wajuaji idiots!","1924697618774471147","","","in","","0","0","0","https://x.com/254ksh/status/1924697618774471147","1582673026402996224","254ksh"
"1924665066252795912","Tue May 20 03:15:43 +0000 2025","2","Dalam pemungutan suara ini di mana total 10 tim berkompetisi mereka menunjukkan popularitas yang luar biasa dengan unggul 17.292 suara atas posisi kedua Kim Soo-hyun dan Kim Ji-won (171.005 suara). #ChaeSooBin #채수빈","1924665310256513510","","soobin_id","in","","0","1","0","https://x.com/soobin_id/status/1924665310256513510","1888547868631519233","soobin_id"
"1924649645940113844","Tue May 20 02:13:28 +0000 2025","0","1 350 000.KSH SUBARU IMPREZA AUTOMATIC EXTREMELY CLEAN 2013 YEAR 1600cc WanTam Gachagua Natembeya RUTO Raila Wamalwa KALONZO https://t.co/IacUGtIs0b","1924649645940113844","https://pbs.twimg.com/media/GrW6p0HW8AAHE8U.jpg","","in","","0","0","0","https://x.com/CenetorDanKim/status/1924649645940113844","498829338","CenetorDanKim"
"1924379941917098068","Mon May 19 10:44:19 +0000 2025","1","@mimalel22 @masmasdrakor Jiakh memvalidasi klo mmg mereka menggunakan soowon sbgai alat memancing views yaa. Sialaaannnnn Gue jg gakan maafin si yg pke kacamata sewaktu space ngomongin drama trus pas ada drama nya ksh dia gamau sebut kim soo hyun dan malah bilang kim cangcut terus ","1924415819162984696","","mimalel22","in","","0","3","0","https://x.com/ululdisini/status/1924415819162984696","955512778604691456","ululdisini"
"1924371867080462568","Mon May 19 08:09:34 +0000 2025","0","@FauzKhalid usicheze na wabongo https://t.co/axJ5QIQwtG","1924376874714583548","","FauzKhalid","in","","0","0","0","https://x.com/254ksh/status/1924376874714583548","1582673026402996224","254ksh"
"1924349322386419906","Mon May 19 06:20:05 +0000 2025","17","dari 7 tuntutan dari KSH gue pengen liat komuknya si om tante trus mama papa. Sekalian kalo bahas soal kasus minar-minor dari pihak ksr plis undang om wonbin sama om f4nTag!0 buat jadi saksi. https://t.co/buODQ6Cgu0 https://t.co/Bk9rhRA7mr","1924349322386419906","https://pbs.twimg.com/media/GrSpgTLWwAAreWw.jpg","","in","","3","0","6","https://x.com/kimNEKOyaa/status/1924349322386419906","1837793649268285440","kimNEKOyaa"
"1924337210033107008","Mon May 19 05:31:57 +0000 2025","0","hehe na mnajipeleka huko tu fwaa https://t.co/6sNP0fkkcz","1924337210033107008","https://pbs.twimg.com/media/GrSeeQXWwAASKTA.jpg","","in","","0","0","0","https://x.com/254ksh/status/1924337210033107008","1582673026402996224","254ksh"
"1924318701613969609","Mon May 19 05:12:50 +0000 2025","0","@NjeriBt hehe plus a detour in Bujumbura!","1924332396515602550","","NjeriBt","in","","0","0","0","https://x.com/254ksh/status/1924332396515602550","1582673026402996224","254ksh"
"1924328799388197281","Mon May 19 04:58:32 +0000 2025","0","We stopped burning ivory here kwani waliingilia pia biashara ya mama? https://t.co/wXSnfWCoG0","1924328799388197281","https://pbs.twimg.com/media/GrSW0fzXEAA1kYK.jpg","","in","","0","0","0","https://x.com/254ksh/status/1924328799388197281","1582673026402996224","254ksh"
"1924307284823245054","Mon May 19 04:23:01 +0000 2025","1","@iamjoseh_ hehe CCM kwanza wamepata support since Kenya is supporting the opposition. Kenyaphobia is very rampant huko kwa majirani.","1924319860663656773","","iamjoseh_","in","","0","0","0","https://x.com/254ksh/status/1924319860663656773","1582673026402996224","254ksh"
"1924221568411898295","Mon May 19 04:19:40 +0000 2025","1","@DrScipio @LemayianLeiyan @laizer_mollel wanafikiria huko ni Kenya watakufa vibaya sana ","1924319016476147968","","DrScipio","in","","0","0","0","https://x.com/254ksh/status/1924319016476147968","1582673026402996224","254ksh"
"1924304818018844695","Mon May 19 03:23:15 +0000 2025","0","#Genzs endeni Tanzania na flag ana maji mtoe Mama! https://t.co/eFfFb5pDCU","1924304818018844695","https://pbs.twimg.com/tweet_video_thumb/GrSBBYnWUAAxM8a.jpg","","in","","0","0","0","https://x.com/254ksh/status/1924304818018844695","1582673026402996224","254ksh"
"1924146634419851340","Sun May 18 16:54:41 +0000 2025","15","The video is not about marking their adult relationships but it s another evidence that KSH indeed lied in previous testimony. Neko kim jangan kebanyakan bacot ludah ente bau tengik kebanyakan makan berita fake. #JusticeForKimSaeRon https://t.co/EW7vAv3Vm0","1924146634419851340","https://pbs.twimg.com/tweet_video_thumb/GrPxKTfWsAAYja5.jpg","","in","","0","0","2","https://x.com/juleshwa/status/1924146634419851340","387744474","juleshwa"
"1923699912488649030","Sun May 18 06:10:45 +0000 2025","0","@JumaKauwa @mwabilimwagodi search 'zulu meats' mkuu hatuna time","1923984585034960911","","JumaKauwa","in","","0","0","0","https://x.com/254ksh/status/1923984585034960911","1582673026402996224","254ksh"
"1923721313233011030","Sat May 17 12:44:36 +0000 2025","0","Kaum LGBTQ kaum elit Zionis Ateistik pesek dan pendukungnya @prabowo dan pendukungnya @realDonaldTrump dan pendukungnya kaum atheis laknat fans drakor Goblin dan fans Kim Soo-hyun yang masih bebal.","1923721313233011030","","","in","","0","0","0","https://x.com/JanuarAnni63084/status/1923721313233011030","1649211953578127360","JanuarAnni63084"
"1923699912488649030","Sat May 17 11:56:44 +0000 2025","4","@mwabilimwagodi Zulu Meats wililipanga btw?","1923709264817692917","","mwabilimwagodi","in","","1","2","0","https://x.com/254ksh/status/1923709264817692917","1582673026402996224","254ksh"
"1923672303117721677","Sat May 17 09:56:13 +0000 2025","0","@Limorio_ anafaa aende pocast atuelezee https://t.co/Gu0h9jerRq","1923678938615673170","https://pbs.twimg.com/amplify_video_thumb/1923678653948260352/img/YXbW-k9pBq8KZMGa.jpg","Limorio_","in","","0","0","0","https://x.com/254ksh/status/1923678938615673170","1582673026402996224","254ksh"
"1923629006458650781","Sat May 17 07:13:57 +0000 2025","0","@fathor1012 Emang bener² deh exnya tuh laknat amat dikasih Kim Seon Ho yg sifatnya soft spoken green flag abiiss eh pacarnya gatau diri. Malah jatuhin karir KSH hadeeh","1923638102037582248","","fathor1012","in","","0","1","0","https://x.com/moonrifter21/status/1923638102037582248","1589973954","moonrifter21"
"1923433357968322612","Sat May 17 04:17:16 +0000 2025","1","@ItsKibutia mambo ya dunia","1923593636748435635","","ItsKibutia","in","","0","0","0","https://x.com/254ksh/status/1923593636748435635","1582673026402996224","254ksh"
"1923433357968322612","Fri May 16 17:49:55 +0000 2025","0","@ItsKibutia Khadija ilikua anipleke kwao kwa Wadigo kama Suleiman 2017","1923435759635255784","","ItsKibutia","in","","0","1","0","https://x.com/254ksh/status/1923435759635255784","1582673026402996224","254ksh"
"1923426628438204487","Fri May 16 17:13:38 +0000 2025","26","Harusnya KSH kmren blg nya jangan STAR Kim Soo Hyun doang tapi SUPERSTAR MEGA BINTANG Ga sebut Kim Soo Hyun ga rame #KimSooHyun #KimSooHyunEffect","1923426628438204487","","","in","","0","3","1","https://x.com/ululdisini/status/1923426628438204487","955512778604691456","ululdisini"
"1923358933764256078","Fri May 16 12:44:38 +0000 2025","41","Lipstik mereka semua kenape pink ","1923358933764256078","","","in","","1","0","3","https://x.com/KSH_daily/status/1923358933764256078","1031422492995248128","KSH_daily"
"1923355101491585519","Fri May 16 12:29:25 +0000 2025","47","KIM SOHYUN X MARHEN J #KimSoHyun #김소현 #SOHYUN #KIMSOHYUNXMARHENJ https://t.co/m6WgCDNyqK","1923355101491585519","https://pbs.twimg.com/media/GrEhRF-bYAAGwtm.jpg","","in","","0","0","8","https://x.com/KSHVoting/status/1923355101491585519","1358049347531804673","KSHVoting"
"1923355081371492754","Fri May 16 12:29:20 +0000 2025","70"," [ 160525 ] Kim Sohyun with @_MARHENJ #KimSoHyun #KimSohyun #KIMSOHYUN #김소현 https://t.co/ah1HrZf5Bd","1923355081371492754","https://pbs.twimg.com/media/GrEhP5dbUAAWs9P.jpg","","in","","0","0","17","https://x.com/KSH_daily/status/1923355081371492754","1031422492995248128","KSH_daily"
"1923354029091942741","Fri May 16 12:25:09 +0000 2025","131"," [ 160525 ] Kim Sohyun with @_MARHENJ #KimSoHyun #KimSohyun #KIMSOHYUN #MarhenJ #김소현 https://t.co/QyK3B7kegs","1923354029091942741","https://pbs.twimg.com/media/GrEgS0-a8AA1UHh.jpg","","in","","1","0","21","https://x.com/KSH_daily/status/1923354029091942741","1031422492995248128","KSH_daily"
"1923353449002856742","Fri May 16 12:22:51 +0000 2025","126"," [ 160525 ] Kim Sohyun with @_MARHENJ #KimSoHyun #KimSohyun #KIMSOHYUN #MarhenJ #김소현 https://t.co/nuZQdo0alo","1923353449002856742","https://pbs.twimg.com/media/GrEfxL6boAA7Caq.jpg","","in","","0","0","28","https://x.com/KSH_daily/status/1923353449002856742","1031422492995248128","KSH_daily"
"1923350987437154703","Fri May 16 12:13:04 +0000 2025","75","KIM SOHYUN X MARHEN J #KimSoHyun #김소현 #SOHYUN #KIMSOHYUNXMARHENJ https://t.co/PJC7Aue9JI","1923350987437154703","https://pbs.twimg.com/media/GrEdh0wbMAAUTpx.jpg","","in","","0","0","9","https://x.com/KSHVoting/status/1923350987437154703","1358049347531804673","KSHVoting"
"1923280702964912414","Fri May 16 08:21:44 +0000 2025","0","@Trackmann2 mlimbully mpaka akarelocate #Tujuane was peak #KoT hatewatching ","1923292771525247487","","Trackmann2","in","","0","0","0","https://x.com/254ksh/status/1923292771525247487","1582673026402996224","254ksh"
"1923222912804266366","Fri May 16 04:30:23 +0000 2025","0","@BlackBarmitzvar hehe karibu jiji shamaba la mawe. https://t.co/xAEsif4FqW","1923234549443477595","https://pbs.twimg.com/tweet_video_thumb/GrCzoFdWoAATeiM.jpg","BlackBarmitzvar","in","","0","0","0","https://x.com/254ksh/status/1923234549443477595","1582673026402996224","254ksh"
"1922283813217960059","Tue May 13 13:32:30 +0000 2025","0","Mengapa wajah aktor ini tampak seperti Kim Soo-Hyun? https://t.co/yBYOFjlWcp","1922283813217960059","https://pbs.twimg.com/media/Gq1S2D7bAAA1I6V.png","","in","","0","0","0","https://x.com/rasjawa/status/1922283813217960059","10024342","rasjawa"
"1922212628144730346","Tue May 13 08:49:38 +0000 2025","71","20250513 KIM SOHYUN X MARHEN 'J #KimSoHyun #김소현 #KIMSOHYUNXMARHENJ #MarhenJ https://t.co/Li2FgbGKDt","1922212628144730346","https://pbs.twimg.com/media/Gq0SMmlWsAA4lLY.jpg","","in","","0","0","13","https://x.com/KSHVoting/status/1922212628144730346","1358049347531804673","KSHVoting"
"1922210405868310889","Tue May 13 08:40:48 +0000 2025","97"," [ 130525 Marhen J ] Kim Sohyun x @_MARHENJ #KimSoHyun #KimSohyun #KIMSOHYUN #김소현 https://t.co/LRKxoPPlgO","1922210405868310889","https://pbs.twimg.com/media/Gq0QLPsXgAAZhrp.jpg","","in","","0","0","20","https://x.com/KSH_daily/status/1922210405868310889","1031422492995248128","KSH_daily"
"1922173951687459218","Tue May 13 06:15:57 +0000 2025","68","#KimSooHyun Duta Besar Pelayanan Pajak The caption: Temanku melihatnya di Stasiun Shinwon hari ini. Dia mengambil fotonya dan mengirimkannya padaku. Kim Soo-hyun kami semangat hari ini️ #kimsoohyun #김수현 #金y秀賢 #キムスヒョン #คิมซูฮยอน #yukaris #yukarisindonesia","1922173951687459218","","","in","","0","1","6","https://x.com/yukaris_ina/status/1922173951687459218","1868312853859688448","yukaris_ina"
"1922156007926432240","Tue May 13 05:14:25 +0000 2025","0","@gemeinschweft 1. Aku satu line dgn Kim Jaejoong hahahahaha. 24. High School Return of a Gangster Twinkling Watermelon Dream High 1 (Benci bgt sama KSH yg bikin aku jd ilfil mau rewatch! ) 49 Days He's Beautiful.","1922158470129705442","","gemeinschweft","in","","0","1","0","https://x.com/moon_sera11/status/1922158470129705442","3168559417","moon_sera11"
"1922155198023401680","Tue May 13 05:04:36 +0000 2025","2","@IanECox Huyu jamaa alikukosea wapi bratha?","1922155996790591646","","IanECox","in","","0","1","0","https://x.com/254ksh/status/1922155996790591646","1582673026402996224","254ksh"
"1921950845408620913","Mon May 12 15:29:24 +0000 2025","0","Lama lama fans Kim Soohyun yang tersisa hanya fans militan dan buzzer murah aja yang waras nuntut KSH tanggung jawab. Sudah keliatan yang muncul itu itu lagi selalu pakai narasi template","1921950845408620913","","","in","","0","0","0","https://x.com/lastweetX/status/1921950845408620913","1625792368996937728","lastweetX"
"1921944303154196812","Mon May 12 15:03:24 +0000 2025","1","Awas aja tar kalo dah tayang yang fans drakor fomo2 dilarang nyebut orv kim dokja yjh or ksh yaa bikin nama aja sendiri. GAK SUDI KITA GAK SUDI","1921944303154196812","","","in","","0","0","0","https://x.com/kmyerimiee/status/1921944303154196812","634590337","kmyerimiee"
"1921936285054238982","Mon May 12 14:31:32 +0000 2025","1","Lee jinho upload konten baru = fans Kim Soo Hyun langsung mengikuti narasi LJH salahkan semua pihak pembela KSR. makin setress aja bukannya membantu malah makin rusak image KSH","1921936285054238982","","","in","","0","0","0","https://x.com/lastweetX/status/1921936285054238982","1625792368996937728","lastweetX"
"1921842800926269930","Mon May 12 08:20:04 +0000 2025","30","Park Seo Joon : Waktu itu ga byk kesempatan buat pendatang baru dan saya jg ga punya byk koneksi. Kebetulan temen saya katanya kenal sm Kim Soo Hyun. Dia minta tolong KSH bisa gak kenalin saya ke agensinya dan KSH bantuin dgn kenalin k managernya smpe akhirnya saya bisa datang https://t.co/31bJjLFKuF","1921842800926269930","https://pbs.twimg.com/media/GqvBnBJaoAIWXkd.jpg","","in","","2","0","4","https://x.com/ululdisini/status/1921842800926269930","955512778604691456","ululdisini"
"1921829595638100331","Mon May 12 07:27:36 +0000 2025","0","abis namatin drakor WLGYT trs skrg lg on going baca novel ini. sblm stalk di base kepikiran versi live actionnya keknya N cocok diperanin kim seon ho soalnya penggambaran N di novel kek ksh di drakor itu wkwk","1921829595638100331","","","in","","0","1","0","https://x.com/lafilledhivit/status/1921829595638100331","1241212065596899330","lafilledhivit"
"1921739751062687850","Mon May 12 01:30:35 +0000 2025","96"," [ Oh JungSae ] Good Boy https://t.co/AKcMCwovgN","1921739751062687850","https://pbs.twimg.com/media/GqtkHk5aEAAitYH.jpg","","in","","0","0","9","https://x.com/KSH_daily/status/1921739751062687850","1031422492995248128","KSH_daily"
"1921631272880738500","Sun May 11 18:19:32 +0000 2025","0","770 000.KSH SUBARU IMPREZA GH-7 AUTOMATIC 2010 YEAR 2000cc CLEAN WELL MAINTAINED *viewing membley* Kalonzo RUTO Gachagua #MothersDay #DankimMotors https://t.co/t77A2x3Ezm","1921631272880738500","https://pbs.twimg.com/media/GqsBdVsWAAAQPol.jpg","","in","","0","0","0","https://x.com/CenetorDanKim/status/1921631272880738500","498829338","CenetorDanKim"
"1920006092056363392","Sun May 11 12:52:01 +0000 2025","0","@tang__kira Emang ANJENG KSH Gw Thu 2022 dulu ada tugas b.indo di suruh milih siapa idola yang membuat diri sendiri termotivasi dan dengan bodohnya aku milih Kim Soohyun babi. Dan gw nggak kenal KSH itu siapa asal pilih aktor termahal di Korea anjay. Untungnya gw nggak suka dari awal","1921548852923891907","","tang__kira","in","","0","0","0","https://x.com/FylmrrrT44087/status/1921548852923891907","1866778588567240704","FylmrrrT44087"
"1921175973229211661","Sun May 11 11:20:04 +0000 2025","0","@panggilsyg1609 @Prince_tb_King @txtdrjkt Kim Soo-Hyun. Salah manggil mulu nih","1921525711724003472","","panggilsyg1609","in","","0","1","0","https://x.com/yayangkeenan/status/1921525711724003472","1074347460313509888","yayangkeenan"
"1921503374974849069","Sun May 11 10:01:09 +0000 2025","1","@MihrThakar Yaitwa mrija ama mnyonyi ndugu straw saa ngapi Baniani?","1921505852722123254","","MihrThakar","in","","0","0","1","https://x.com/254ksh/status/1921505852722123254","1582673026402996224","254ksh"
"1921474023218610554","Sun May 11 08:35:29 +0000 2025","2","@droid254 Bullfighter alikua amerusha ndoano na hakuona sign.","1921484292888134120","","droid254","in","","0","0","0","https://x.com/254ksh/status/1921484292888134120","1582673026402996224","254ksh"
"1921466511002140846","Sun May 11 07:24:50 +0000 2025","108","Syuting terlama Sohyun after Love Alarm adalah Good Boy tidak heran Sohyun sama Sangyi dan Bogum benar-benar akrab plus sudah jadi keluarga yang membuat mereka no jaim ","1921466511002140846","","","in","","0","0","19","https://x.com/KSH_daily/status/1921466511002140846","1031422492995248128","KSH_daily"
"1921401979277832632","Sun May 11 03:51:54 +0000 2025","0","Tapi saya puas ketika KSH mendapatkan daesang dia menyebutkan KJW dengan kalimat yg sangat romantis menurut saya Untuk yg memerankan Hong Haein terbaik di dunia Kim Jiwon ssi penghargaan ini untukmu juga ini lebih dari sekedar ungkapan cinta","1921412926105141752","","QeefaQeefa5","in","","0","1","0","https://x.com/QeefaQeefa5/status/1921412926105141752","1607236153790599168","QeefaQeefa5"
"1921149278593909073","Sat May 10 13:08:01 +0000 2025","3","@JMukhomba @alexmwanzo ni hii ndai sio? https://t.co/v15s5bfFTP","1921190491351069091","https://pbs.twimg.com/ext_tw_video_thumb/989782790546903040/pu/img/Cgs8wQqbJhVdPHkC.jpg","JMukhomba","in","","0","0","1","https://x.com/254ksh/status/1921190491351069091","1582673026402996224","254ksh"
"1921142497771725301","Sat May 10 10:35:34 +0000 2025","0","@JaneFKyalo this year ni kama hakuna 'acilitation ni kama haiezi kufanyika organically kama vile waliku wanasema. Also ya last year ni kama pesa ilitemebea no wonder this year there is no psyche","1921152124257230894","","JaneFKyalo","in","","0","0","0","https://x.com/254ksh/status/1921152124257230894","1582673026402996224","254ksh"
"1921113325829554440","Sat May 10 10:09:16 +0000 2025","0","@anvaldatha maaf tapi kim soohyun... ((faiz &gt;&gt;&gt; ksh))","1921145504265638362","","anvaldatha","in","","0","1","0","https://x.com/surrealisha/status/1921145504265638362","1746858063615971328","surrealisha"
"1921105622591762617","Sat May 10 07:30:47 +0000 2025","0","Crazy hongkongNBO or is it KowlooNbo cc @IanECox","1921105622591762617","","","in","","0","0","0","https://x.com/254ksh/status/1921105622591762617","1582673026402996224","254ksh"
"1920678909164548365","Sat May 10 06:28:05 +0000 2025","1","@redhoodielab @starfess terus perlu digaris bawahi attrak ini juga kerja sama sama lee jinho reporter problematik si ljh ini bikin narasi ngemojokin ex member seakan2 lu ada disitu njirt jangan pernah percaya sama lee jinho dia juga penyebab kim saeron suicide dan sudah jls klo ksh yg salah.","1921089842806485367","","aransiosaenaa","in","","0","1","0","https://x.com/aransiosaenaa/status/1921089842806485367","1899114737868365824","aransiosaenaa"
"1921025782949822585","Sat May 10 02:13:32 +0000 2025","39","Ketika introvert di kelilingi laki-laki macam Bogum &amp; Sangyi stres sendiri karna ndak punya waktu sendiri karna mereka pasti selalu ada ","1921025782949822585","","","in","","0","0","6","https://x.com/KSH_daily/status/1921025782949822585","1031422492995248128","KSH_daily"
"1920828125438459994","Fri May 09 13:08:07 +0000 2025","16","Gua benci bgt ama akun yg pake ava kim jiwon tp isinya ngebelain cowo kek KSH yg pas jiwon direndahin mrka diem doang tp pas kondisi kek gini mrka koar dan ngatain solo stan jiwon toxic pdhal as fans cman mau ngelindungi Jiwon dri cowo kek KSH .","1920828125438459994","","","in","","0","1","0","https://x.com/fallinlight_16/status/1920828125438459994","927019262551646208","fallinlight_16"
"1920681170309644481","Fri May 09 09:39:26 +0000 2025","0","@aenaergae @TaufiqMuhammad0 @txtdrimedia Dia singgung soal Kim Jong Un mknya gue ksh info. Kalau meme kayak gitu ada di Korut pasti udh jd kacang goreng di sana. Kalau di sini cuma ditangkap. Kalau pun dihukum plg bbrp bln.","1920775612580454671","","aenaergae","in","","0","1","0","https://x.com/BeBuzzerNKRI/status/1920775612580454671","998800626816499712","BeBuzzerNKRI"
"1920732134458769692","Fri May 09 06:46:40 +0000 2025","0","Awas loe ya Kim Pantat Sempak (Soo-hyun)! Gue potong titit loe! #boycottkimsoohyun https://t.co/Ux0xWzadyW","1920732134458769692","https://pbs.twimg.com/media/GqfPsnbbcAA-yZ2.jpg","","in","","0","0","0","https://x.com/JanuarAnni63084/status/1920732134458769692","1649211953578127360","JanuarAnni63084"
"1920694365732618426","Fri May 09 04:56:44 +0000 2025","0","@blanluv eh dikomen mbaknya wkwkwkw yang datang tak diundang pulang tak diantar. tumbenan dia caper ke fans ksh apa aku yg gatau mungkin ya","1920704467743207793","","blanluv","in","","0","0","0","https://x.com/kimNEKOyaa/status/1920704467743207793","1837793649268285440","kimNEKOyaa"
"1920687360389312829","Fri May 09 03:48:46 +0000 2025","2","// KSH KIM SOO HYUN KSH LU GILA ANJINGGGG ORANG GILAAAA ORANG STRESS MATII LUUU ANJINGGGG","1920687360389312829","","","in","","0","5","0","https://x.com/flynael/status/1920687360389312829","1687403940986703872","flynael"
"1920657518046400639","Fri May 09 02:02:03 +0000 2025","58","@tanyakanrl Diprint boleh utk jaga2. Kamu mau ksh liat ke petugas yg mana? Klu petugas airline untuk check in bisa ksh liat airline booking atau ksh print ticketnya. Klu ke petugas bandara waktu mau masuk gate tinggal ksh liat boarding pass dan KTP aja.","1920660508027363656","","tanyakanrl","in","","0","0","0","https://x.com/minseok_mine/status/1920660508027363656","1706915758016712704","minseok_mine"
"1920647407001612556","Fri May 09 01:10:00 +0000 2025","1","GAPERNAH seattach ini sama drama sampe ikutin berita2nya terakhir Queen of Tears karena ada kim jiwon (&amp; ksh tapi sekarang udah huek)","1920647407001612556","","","in","","0","1","0","https://x.com/ljyjjh/status/1920647407001612556","1907474646175461387","ljyjjh"
"1920623656843055605","Thu May 08 23:40:39 +0000 2025","0","@ekasafitri09 Rekaman suara itu masih diperdebatkan. Agensi Kim Soo-hyun GOLDMEDALIST menyatakan rekaman itu dibuat dengan AI terdengar tak alami dan berasal dari penipu. Netizen setuju mencatat kurangnya emosi. Sebaliknya Garosero Research Institute dan keluarga Kim Sae-ron bersikeras","1920624921178484885","","ekasafitri09","in","","0","0","0","https://x.com/grok/status/1920624921178484885","1720665183188922368","grok"
"1920463699917353242","Thu May 08 13:00:01 +0000 2025","1","Dukung Kim Soohyun itu urusan anda tapi sampai serang semua yang bela Kim sae Ron itu ga etis sama sekali malah buat image KSH rusak. Sampai berani hujat KSR juga itu sudah kelewat jahat","1920463699917353242","","","in","","0","0","0","https://x.com/lastweetX/status/1920463699917353242","1625792368996937728","lastweetX"
"1920362949530517919","Thu May 08 12:55:28 +0000 2025","0","@BigSis9ja Gak sekalian besok besok salahin Kim sae ron mati bawa bawa KSH? Bisakah hanya fokus dukung idolamu saja tanpa serang korban bundir?","1920462556096840050","","BigSis9ja","in","","0","1","0","https://x.com/lastweetX/status/1920462556096840050","1625792368996937728","lastweetX"
"1920446074604695944","Thu May 08 11:49:59 +0000 2025","46"," [ 80525 @IDNTimes ] 8 still cuts Kim Sohyum di Drama Korea Good Boy #KimSoHyun #KimSohyun #KIMSOHYUN #김소현 https://t.co/WftNtunAuC","1920446074604695944","","","in","","0","0","13","https://x.com/KSH_daily/status/1920446074604695944","1031422492995248128","KSH_daily"
"1920006092056363392","Thu May 08 11:43:22 +0000 2025","1","@putirwn @SoyiESoe @gerintul_ijo @ayu_ny11 @tang__kira Kata siapa junjungan gw? Emang lu penjilat b0ol ksh ya lu mikir coba kenapa kim saeron bundir di hari ultah ksh kalo org pinter bisa mikir ga usah susah2","1920444410338361404","","putirwn","in","","0","1","0","https://x.com/hanriyuhan/status/1920444410338361404","1435741165488271367","hanriyuhan"
"1920006092056363392","Thu May 08 11:26:09 +0000 2025","5","@tang__kira aku pas itu liat tt cewe sokor rate aktor gitu kan trs ksh muncul k trs dia kaya masi anggap kasus ini belum pasti KEKKKK??? ORGILLLLL ANJINGGGG sono lu sepongin kim soohyun ampe neraka jingg sebelum ini jg bukti udh banyak bgt yg masi bela kata gw lu solat tobat sono","1920440076825239666","","tang__kira","in","","1","0","0","https://x.com/chaeyeonrimek/status/1920440076825239666","1340215695523467264","chaeyeonrimek"
"1920425947452354603","Thu May 08 10:30:00 +0000 2025","0","Keluarga mendiang aktor Kim Sae-ron resmi gugat Kim Soo-hyun atas dugaan pelanggaran Undang-Undang Kesejahteraan Anak. Pengumuman ini disampaikan langsung oleh perwakilan hukum keluarga Bu Ji-seok lewat konferensi pers bareng saluran YouTube Hoverlab Rabu (8/5). #detikhot https://t.co/t5cPBK6cg9","1920425947452354603","https://pbs.twimg.com/amplify_video_thumb/1920411987311226880/img/rQehrrPnxjldxT1G.jpg","","in","","0","0","0","https://x.com/detikhot/status/1920425947452354603","137282671","detikhot"
"1920422428791984131","Thu May 08 10:17:46 +0000 2025","0","tp kenapa dispet dlu pas kim teui prescon ga diliput ya? anjay power ksh (kata dedemit)","1920422868778651928","","xixiowen","in","","0","0","0","https://x.com/xixiowen/status/1920422868778651928","1267923250740248577","xixiowen"
